,grain_type,number_of_grains,random_seed_number,wheel_inner_radius,wheel_outer_radius,average_grains_central_penetration,min_grains_central_penetration,max_grains_central_penetration,average_grains_volume,average_radius
0,None,1,0,10,10,0.808459579,0.622730851,0.622730851,0.808459579,0.1
