,grain_type,number_of_grains,random_seed_number,wheel_inner_radius,wheel_outer_radius,average_grains_central_penetration,min_grains_central_penetration,max_grains_central_penetration,average_grains_volume,average_radius
0,None,20000,0,75.0,125.0,0.8084595582705372,0.49498793482780457,0.6999892592430115,0.8084595582705372,0.1
